gene,variable,value
TTC9C,chr11:62725052-62729824,0.0002506537
TMEM223,chr11:62725052-62729824,0.00024031333
ATL3,chr11:62725052-62729824,0.00023098582
RTN3,chr11:62725052-62729824,0.00022869516
AHNAK,chr11:62751976-62755676,0.00026306504
CSKMT,chr11:62751976-62755676,0.00026391997
TTC9C,chr11:62751976-62755676,0.0002505846
TMEM223,chr11:62751976-62755676,0.000240247
ATL3,chr11:62751976-62755676,0.00023092222
RTN3,chr11:62751976-62755676,0.0002286321
AHNAK,chr11:62760857-62763041,0.00026335212
CSKMT,chr11:62760857-62763041,0.0002642079
TTC9C,chr11:62760857-62763041,0.00025085796
TMEM223,chr11:62760857-62763041,0.00024050928
ATL3,chr11:62760857-62763041,0.00023117434
RTN3,chr11:62760857-62763041,0.00022888175
AHNAK,chr11:62769325-62772802,0.00026404276
CSKMT,chr11:62769325-62772802,0.00026490065
TTC9C,chr11:62769325-62772802,0.00025151568
TMEM223,chr11:62769325-62772802,0.00024113993
ATL3,chr11:62769325-62772802,0.0002317804
RTN3,chr11:62769325-62772802,0.00022948193
AHNAK,chr11:62786038-62807622,0.00026485146
CSKMT,chr11:62786038-62807622,0.0002657117
TTC9C,chr11:62786038-62807622,0.0002522858
TMEM223,chr11:62786038-62807622,0.00024187843
ATL3,chr11:62786038-62807622,0.00023249022
RTN3,chr11:62786038-62807622,0.00023018481
AHNAK,chr11:62813350-62817518,0.00026539734
CSKMT,chr11:62813350-62817518,0.00026625895
TTC9C,chr11:62813350-62817518,0.00025280585
TMEM223,chr11:62813350-62817518,0.00024237692
ATL3,chr11:62813350-62817518,0.00023296931
RTN3,chr11:62813350-62817518,0.0002306592
AHNAK,chr11:62821424-62843566,0.0002655338
CSKMT,chr11:62821424-62843566,0.00026639592
TTC9C,chr11:62821424-62843566,0.00025293586
TMEM223,chr11:62821424-62843566,0.0002425015
ATL3,chr11:62821424-62843566,0.00023308909
RTN3,chr11:62821424-62843566,0.00023077782
AHNAK,chr11:62850266-62857851,0.0002654505
CSKMT,chr11:62850266-62857851,0.00026631268
TTC9C,chr11:62850266-62857851,0.00025285681
TMEM223,chr11:62850266-62857851,0.00024242557
ATL3,chr11:62850266-62857851,0.00023301612
RTN3,chr11:62850266-62857851,0.00023070551
AHNAK,chr11:62862178-62863451,0.00026547507
CSKMT,chr11:62862178-62863451,0.00026633765
TTC9C,chr11:62862178-62863451,0.00025288045
TMEM223,chr11:62862178-62863451,0.00024244814
ATL3,chr11:62862178-62863451,0.00023303769
RTN3,chr11:62862178-62863451,0.00023072687
AHNAK,chr11:62879415-62884584,0.00026574003
CSKMT,chr11:62879415-62884584,0.00026660349
TTC9C,chr11:62879415-62884584,0.00025313286
TMEM223,chr11:62879415-62884584,0.00024269003
ATL3,chr11:62879415-62884584,0.00023327026
RTN3,chr11:62879415-62884584,0.00023095704
AHNAK,chr11:62887382-62891533,0.00026604388
CSKMT,chr11:62887382-62891533,0.00026690812
TTC9C,chr11:62887382-62891533,0.00025342216
TMEM223,chr11:62887382-62891533,0.00024296757
ATL3,chr11:62887382-62891533,0.000233537
RTN3,chr11:62887382-62891533,0.00023122116
AHNAK,chr11:63503220-63504154,0.00026602115
CSKMT,chr11:63503220-63504154,0.00026688504
TTC9C,chr11:63503220-63504154,0.00025340027
TMEM223,chr11:63503220-63504154,0.0002429467
ATL3,chr11:63503220-63504154,0.00023351687
RTN3,chr11:63503220-63504154,0.00023120131
AHNAK,chr11:63505106-63506803,0.00026548374
CSKMT,chr11:63505106-63506803,0.0002663458
TTC9C,chr11:63505106-63506803,0.00025288842
TMEM223,chr11:63505106-63506803,0.00024245601
ATL3,chr11:63505106-63506803,0.0002330452
RTN3,chr11:63505106-63506803,0.00023073448
AHNAK,chr11:63531125-63532338,0.00026462745
CSKMT,chr11:63531125-63532338,0.00026548665
TTC9C,chr11:63531125-63532338,0.00025207252
TMEM223,chr11:63531125-63532338,0.00024167392
ATL3,chr11:63531125-63532338,0.00023229349
RTN3,chr11:63531125-63532338,0.00022999011
AHNAK,chr11:63534822-63539428,0.00026389165
CSKMT,chr11:63534822-63539428,0.0002647488
TTC9C,chr11:63534822-63539428,0.0002513718
TMEM223,chr11:63534822-63539428,0.00024100204
ATL3,chr11:63534822-63539428,0.0002316478
RTN3,chr11:63534822-63539428,0.00022935063
AHNAK,chr11:63550449-63554981,0.0002636166
CSKMT,chr11:63550449-63554981,0.00026447297
TTC9C,chr11:63550449-63554981,0.0002511096
TMEM223,chr11:63550449-63554981,0.0002407509
ATL3,chr11:63550449-63554981,0.00023140619
RTN3,chr11:63550449-63554981,0.00022911144
AHNAK,chr11:63563063-63565339,0.00026378647
CSKMT,chr11:63563063-63565339,0.0002646437
TTC9C,chr11:63563063-63565339,0.00025127144
TMEM223,chr11:63563063-63565339,0.00024090608
ATL3,chr11:63563063-63565339,0.00023155549
RTN3,chr11:63563063-63565339,0.00022925928
AHNAK,chr11:63566338-63568498,0.000264074
CSKMT,chr11:63566338-63568498,0.000264932
TTC9C,chr11:63566338-63568498,0.0002515452
TMEM223,chr11:63566338-63568498,0.00024116854
ATL3,chr11:63566338-63568498,0.00023180786
RTN3,chr11:63566338-63568498,0.00022950894
AHNAK,chr11:63573866-63575295,0.00026412503
CSKMT,chr11:63573866-63575295,0.00026498316
TTC9C,chr11:63573866-63575295,0.00025159382
TMEM223,chr11:63573866-63575295,0.00024121511
ATL3,chr11:63573866-63575295,0.00023185267
RTN3,chr11:63573866-63575295,0.00022955332
AHNAK,chr11:63612971-63614976,0.00026387157
CSKMT,chr11:63612971-63614976,0.00026472856
TTC9C,chr11:63612971-63614976,0.0002513525
TMEM223,chr11:63612971-63614976,0.00024098357
ATL3,chr11:63612971-63614976,0.00023163011
RTN3,chr11:63612971-63614976,0.00022933309
AHNAK,chr11:63620169-63621757,0.00026353076
CSKMT,chr11:63620169-63621757,0.00026438682
TTC9C,chr11:63620169-63621757,0.00025102805
TMEM223,chr11:63620169-63621757,0.00024067245
ATL3,chr11:63620169-63621757,0.00023133101
RTN3,chr11:63620169-63621757,0.00022903708
AHNAK,chr11:63670153-63672364,0.0002633885
CSKMT,chr11:63670153-63672364,0.00026424427
TTC9C,chr11:63670153-63672364,0.0002508926
TMEM223,chr11:63670153-63672364,0.00024054255
ATL3,chr11:63670153-63672364,0.00023120624
RTN3,chr11:63670153-63672364,0.00022891341
AHNAK,chr11:63680603-63683482,0.00026353786
CSKMT,chr11:63680603-63683482,0.0002643941
TTC9C,chr11:63680603-63683482,0.00025103486
TMEM223,chr11:63680603-63683482,0.00024067888
ATL3,chr11:63680603-63683482,0.0002313373
RTN3,chr11:63680603-63683482,0.00022904322
CSKMT,chr11:63767346-63770178,0.00026465816
TTC9C,chr11:63767346-63770178,0.00025128585
TMEM223,chr11:63767346-63770178,0.0002409195
ATL3,chr11:63767346-63770178,0.00023156859
RTN3,chr11:63767346-63770178,0.00022927209
CSKMT,chr11:63812601-63814734,0.00026477795
TTC9C,chr11:63812601-63814734,0.00025139976
TMEM223,chr11:63812601-63814734,0.00024102876
ATL3,chr11:63812601-63814734,0.00023167353
RTN3,chr11:63812601-63814734,0.00022937614
CSKMT,chr11:63836824-63841929,0.0002646499
TTC9C,chr11:63836824-63841929,0.0002512782
TMEM223,chr11:63836824-63841929,0.00024091214
ATL3,chr11:63836824-63841929,0.0002315615
RTN3,chr11:63836824-63841929,0.00022926515
CSKMT,chr11:63858109-63859377,0.00026438956
TTC9C,chr11:63858109-63859377,0.00025103084
TMEM223,chr11:63858109-63859377,0.00024067485
ATL3,chr11:63858109-63859377,0.00023133357
RTN3,chr11:63858109-63859377,0.00022903935
TTC9C,chr11:63865424-63867320,0.00025082327
TMEM223,chr11:63865424-63867320,0.00024047573
ATL3,chr11:63865424-63867320,0.0002311421
RTN3,chr11:63865424-63867320,0.00022884976
TTC9C,chr11:63868264-63871170,0.00025067333
TMEM223,chr11:63868264-63871170,0.0002403321
ATL3,chr11:63868264-63871170,0.00023100406
RTN3,chr11:63868264-63871170,0.00022871292
TTC9C,chr11:63871780-63873711,0.0002504149
TMEM223,chr11:63871780-63873711,0.00024008442
ATL3,chr11:63871780-63873711,0.00023076592
RTN3,chr11:63871780-63873711,0.00022847712
TTC9C,chr11:63882490-63884324,0.00024986127
TMEM223,chr11:63882490-63884324,0.00023955369
ATL3,chr11:63882490-63884324,0.00023025577
RTN3,chr11:63882490-63884324,0.0002279721
TTC9C,chr11:63887109-63890487,0.0002490487
TMEM223,chr11:63887109-63890487,0.00023877452
ATL3,chr11:63887109-63890487,0.00022950678
RTN3,chr11:63887109-63890487,0.00022723057
TTC9C,chr11:63914100-63921510,0.00024828283
TMEM223,chr11:63914100-63921510,0.00023804014
ATL3,chr11:63914100-63921510,0.00022880113
RTN3,chr11:63914100-63921510,0.00022653182
TMEM223,chr11:63937478-63941510,0.00023772218
ATL3,chr11:63937478-63941510,0.00022849542
RTN3,chr11:63937478-63941510,0.00022622928
TMEM223,chr11:63950909-63952744,0.00023799168
ATL3,chr11:63950909-63952744,0.00022875462
RTN3,chr11:63950909-63952744,0.00022648578
TMEM223,chr11:63973937-63977666,0.00023870383
ATL3,chr11:63973937-63977666,0.00022943913
RTN3,chr11:63973937-63977666,0.00022716344
TMEM223,chr11:63985316-63988144,0.00023952636
ATL3,chr11:63985316-63988144,0.00023022972
RTN3,chr11:63985316-63988144,0.00022794615
ATL3,chr11:63997473-64003098,0.00023088187
RTN3,chr11:63997473-64003098,0.00022859173
ATL3,chr11:64152794-64153673,0.00023140106
RTN3,chr11:64152794-64153673,0.00022910573
ATL3,chr11:64164548-64166892,0.0002319517
RTN3,chr11:64164548-64166892,0.00022965102
ATL3,chr11:64180907-64182265,0.00023263771
RTN3,chr11:64180907-64182265,0.00023033025
ATL3,chr11:64183898-64188655,0.00023333699
RTN3,chr11:64183898-64188655,0.00023102266
ATL3,chr11:64204069-64209755,0.00023378423
RTN3,chr11:64204069-64209755,0.0002314654
ATL3,chr11:64223074-64227932,0.0002338177
RTN3,chr11:64223074-64227932,0.00023149852
NEAT1,chr11:64223074-64227932,0.00015830282
ATL3,chr11:64229119-64236308,0.00023357247
RTN3,chr11:64229119-64236308,0.00023125579
NEAT1,chr11:64229119-64236308,0.00015813674
ATL3,chr11:64237159-64255025,0.00023340547
RTN3,chr11:64237159-64255025,0.00023109041
NEAT1,chr11:64237159-64255025,0.00015802373
ATL3,chr11:64267125-64272847,0.00023359945
RTN3,chr11:64267125-64272847,0.00023128232
NEAT1,chr11:64267125-64272847,0.00015815493
ATL3,chr11:64283122-64289348,0.0002341158
RTN3,chr11:64283122-64289348,0.00023179353
NEAT1,chr11:64283122-64289348,0.00015850454
ATL3,chr11:64290241-64293646,0.00023458856
RTN3,chr11:64290241-64293646,0.0002322617
NEAT1,chr11:64290241-64293646,0.00015882464
ATL3,chr11:64296590-64302075,0.00023461963
RTN3,chr11:64296590-64302075,0.00023229246
NEAT1,chr11:64296590-64302075,0.00015884568
MALAT1,chr11:64296590-64302075,0.0001608489
ATL3,chr11:64302761-64307727,0.00023409989
RTN3,chr11:64302761-64307727,0.00023177802
NEAT1,chr11:64302761-64307727,0.00015849389
MALAT1,chr11:64302761-64307727,0.00016049265
ATL3,chr11:64313535-64320072,0.00023332033
RTN3,chr11:64313535-64320072,0.00023100607
NEAT1,chr11:64313535-64320072,0.00015796609
MALAT1,chr11:64313535-64320072,0.00015995817
ATL3,chr11:64331204-64332575,0.00023273478
RTN3,chr11:64331204-64332575,0.00023042632
NEAT1,chr11:64331204-64332575,0.00015756964
MALAT1,chr11:64331204-64332575,0.00015955666
ATL3,chr11:64334720-64335817,0.00023261989
RTN3,chr11:64334720-64335817,0.00023031251
NEAT1,chr11:64334720-64335817,0.00015749186
MALAT1,chr11:64334720-64335817,0.00015947798
ATL3,chr11:64339015-64344166,0.00023289479
RTN3,chr11:64339015-64344166,0.00023058479
NEAT1,chr11:64339015-64344166,0.00015767803
MALAT1,chr11:64339015-64344166,0.0001596665
ATL3,chr11:64352194-64355686,0.00023324396
RTN3,chr11:64352194-64355686,0.0002309306
NEAT1,chr11:64352194-64355686,0.0001579145
MALAT1,chr11:64352194-64355686,0.00015990585
ATL3,chr11:64356490-64361304,0.00023340384
RTN3,chr11:64356490-64361304,0.00023108887
NEAT1,chr11:64356490-64361304,0.0001580228
MALAT1,chr11:64356490-64361304,0.00016001545
ATL3,chr11:64385126-64386874,0.00023336807
RTN3,chr11:64385126-64386874,0.00023105356
NEAT1,chr11:64385126-64386874,0.00015799864
MALAT1,chr11:64385126-64386874,0.00015999094
ATL3,chr11:64390471-64392056,0.00023332119
RTN3,chr11:64390471-64392056,0.0002310071
NEAT1,chr11:64390471-64392056,0.00015796692
MALAT1,chr11:64390471-64392056,0.00015995884
ATL3,chr11:64447643-64450150,0.0002334019
RTN3,chr11:64447643-64450150,0.00023108692
NEAT1,chr11:64447643-64450150,0.00015802159
MALAT1,chr11:64447643-64450150,0.0001600142
ATL3,chr11:64497908-64498698,0.0002335189
RTN3,chr11:64497908-64498698,0.00023120278
NEAT1,chr11:64497908-64498698,0.0001581007
MALAT1,chr11:64497908-64498698,0.00016009435
ATL3,chr11:64624396-64625822,0.0002334172
RTN3,chr11:64624396-64625822,0.00023110223
NEAT1,chr11:64624396-64625822,0.00015803176
MALAT1,chr11:64624396-64625822,0.00016002453
ATL3,chr11:64654450-64656682,0.00023292025
RTN3,chr11:64654450-64656682,0.00023061014
NEAT1,chr11:64654450-64656682,0.00015769526
MALAT1,chr11:64654450-64656682,0.00015968381
ATL3,chr11:64664209-64665999,0.00023213
RTN3,chr11:64664209-64665999,0.00022982783
NEAT1,chr11:64664209-64665999,0.00015716028
MALAT1,chr11:64664209-64665999,0.00015914199
ATL3,chr11:64686698-64689246,0.00023138514
RTN3,chr11:64686698-64689246,0.00022909029
NEAT1,chr11:64686698-64689246,0.00015665595
MALAT1,chr11:64686698-64689246,0.00015863145
CTSW,chr11:64686698-64689246,0.00016588123
ATL3,chr11:64710948-64714284,0.00023099952
RTN3,chr11:64710948-64714284,0.00022870845
NEAT1,chr11:64710948-64714284,0.0001563949
MALAT1,chr11:64710948-64714284,0.00015836704
CTSW,chr11:64710948-64714284,0.00016560478
FOSL1,chr11:64710948-64714284,0.00016720316
ATL3,chr11:64720442-64726635,0.00023101969
RTN3,chr11:64720442-64726635,0.00022872834
NEAT1,chr11:64720442-64726635,0.00015640855
MALAT1,chr11:64720442-64726635,0.00015838089
CTSW,chr11:64720442-64726635,0.0001656192
FOSL1,chr11:64720442-64726635,0.00016721775
ATL3,chr11:64739472-64748461,0.00023119447
RTN3,chr11:64739472-64748461,0.00022890157
NEAT1,chr11:64739472-64748461,0.00015652693
MALAT1,chr11:64739472-64748461,0.00015850084
CTSW,chr11:64739472-64748461,0.00016574457
FOSL1,chr11:64739472-64748461,0.00016734432
ATL3,chr11:64750274-64781198,0.00023119894
RTN3,chr11:64750274-64781198,0.00022890604
NEAT1,chr11:64750274-64781198,0.00015652983
MALAT1,chr11:64750274-64781198,0.00015850383
CTSW,chr11:64750274-64781198,0.00016574757
FOSL1,chr11:64750274-64781198,0.0001673474
ATL3,chr11:64787308-64790739,0.00023089489
RTN3,chr11:64787308-64790739,0.00022860525
NEAT1,chr11:64787308-64790739,0.00015632404
MALAT1,chr11:64787308-64790739,0.00015829536
CTSW,chr11:64787308-64790739,0.00016552955
FOSL1,chr11:64787308-64790739,0.00016712732
ATL3,chr11:64799089-64805092,0.00023041741
RTN3,chr11:64799089-64805092,0.00022813262
NEAT1,chr11:64799089-64805092,0.0001560007
MALAT1,chr11:64799089-64805092,0.00015796797
CTSW,chr11:64799089-64805092,0.00016518724
FOSL1,chr11:64799089-64805092,0.00016678177
ATL3,chr11:64809373-64811509,0.00023001852
RTN3,chr11:64809373-64811509,0.00022773785
NEAT1,chr11:64809373-64811509,0.0001557307
MALAT1,chr11:64809373-64811509,0.00015769454
CTSW,chr11:64809373-64811509,0.00016490126
FOSL1,chr11:64809373-64811509,0.0001664931
ATL3,chr11:64842100-64845770,0.0002298372
RTN3,chr11:64842100-64845770,0.00022755837
NEAT1,chr11:64842100-64845770,0.000155608
MALAT1,chr11:64842100-64845770,0.00015757029
CTSW,chr11:64842100-64845770,0.00016477135
FOSL1,chr11:64842100-64845770,0.00016636196
ATL3,chr11:64846520-64866965,0.00022979533
RTN3,chr11:64846520-64866965,0.0002275168
NEAT1,chr11:64846520-64866965,0.00015557958
MALAT1,chr11:64846520-64866965,0.00015754142
CTSW,chr11:64846520-64866965,0.00016474136
FOSL1,chr11:64846520-64866965,0.00016633159
ATL3,chr11:64867666-64881928,0.00022971386
RTN3,chr11:64867666-64881928,0.00022743613
NEAT1,chr11:64867666-64881928,0.00015552451
MALAT1,chr11:64867666-64881928,0.00015748557
CTSW,chr11:64867666-64881928,0.00016468295
FOSL1,chr11:64867666-64881928,0.00016627272
NEAT1,chr11:64882543-64886621,0.00015539213
MALAT1,chr11:64882543-64886621,0.00015735159
CTSW,chr11:64882543-64886621,0.00016454275
FOSL1,chr11:64882543-64886621,0.00016613108
NEAT1,chr11:64887187-64889495,0.00015526093
MALAT1,chr11:64887187-64889495,0.00015721888
CTSW,chr11:64887187-64889495,0.00016440383
FOSL1,chr11:64887187-64889495,0.00016599089
NEAT1,chr11:64892495-64903958,0.00015525671
MALAT1,chr11:64892495-64903958,0.00015721463
CTSW,chr11:64892495-64903958,0.00016439936
FOSL1,chr11:64892495-64903958,0.00016598636
NEAT1,chr11:64905481-64912487,0.00015541844
MALAT1,chr11:64905481-64912487,0.00015737844
CTSW,chr11:64905481-64912487,0.00016457058
FOSL1,chr11:64905481-64912487,0.00016615924
NEAT1,chr11:64913123-64918713,0.00015563978
MALAT1,chr11:64913123-64918713,0.00015760258
CTSW,chr11:64913123-64918713,0.0001648051
FOSL1,chr11:64913123-64918713,0.00016639585
NEAT1,chr11:64923106-64927201,0.00015575849
MALAT1,chr11:64923106-64927201,0.00015772272
CTSW,chr11:64923106-64927201,0.00016493077
FOSL1,chr11:64923106-64927201,0.00016652272
NEAT1,chr11:64970636-64972684,0.00015570316
MALAT1,chr11:64970636-64972684,0.00015766673
CTSW,chr11:64970636-64972684,0.00016487227
FOSL1,chr11:64970636-64972684,0.00016646367
NEAT1,chr11:64996385-64997528,0.0001555768
MALAT1,chr11:64996385-64997528,0.00015753874
CTSW,chr11:64996385-64997528,0.00016473854
FOSL1,chr11:64996385-64997528,0.00016632857
NEAT1,chr11:65013005-65015291,0.00015556418
MALAT1,chr11:65013005-65015291,0.00015752591
CTSW,chr11:65013005-65015291,0.00016472525
FOSL1,chr11:65013005-65015291,0.00016631518
NEAT1,chr11:65026474-65028509,0.00015576786
MALAT1,chr11:65026474-65028509,0.00015773212
CTSW,chr11:65026474-65028509,0.00016494098
FOSL1,chr11:65026474-65028509,0.00016653298
NEAT1,chr11:65040418-65042178,0.00015609252
MALAT1,chr11:65040418-65042178,0.00015806075
CTSW,chr11:65040418-65042178,0.00016528463
FOSL1,chr11:65040418-65042178,0.00016687994
NEAT1,chr11:65047196-65048626,0.00015632702
MALAT1,chr11:65047196-65048626,0.00015829818
CTSW,chr11:65047196-65048626,0.00016553285
FOSL1,chr11:65047196-65048626,0.0001671307
NEAT1,chr11:65083279-65085500,0.00015631774
MALAT1,chr11:65083279-65085500,0.00015828866
CTSW,chr11:65083279-65085500,0.00016552294
FOSL1,chr11:65083279-65085500,0.00016712068
NEAT1,chr11:65095181-65097472,0.00015612543
MALAT1,chr11:65095181-65097472,0.00015809396
CTSW,chr11:65095181-65097472,0.00016531924
FOSL1,chr11:65095181-65097472,0.00016691514
NEAT1,chr11:65107379-65123504,0.00015598656
MALAT1,chr11:65107379-65123504,0.0001579533
CTSW,chr11:65107379-65123504,0.0001651721
FOSL1,chr11:65107379-65123504,0.00016676661
NEAT1,chr11:65124468-65128996,0.00015611696
MALAT1,chr11:65124468-65128996,0.00015808543
CTSW,chr11:65124468-65128996,0.00016531016
FOSL1,chr11:65124468-65128996,0.00016690604
NEAT1,chr11:65129531-65136250,0.00015654135
MALAT1,chr11:65129531-65136250,0.00015851509
CTSW,chr11:65129531-65136250,0.0001657597
FOSL1,chr11:65129531-65136250,0.00016735987
NEAT1,chr11:65150308-65152775,0.00015707835
MALAT1,chr11:65150308-65152775,0.00015905884
CTSW,chr11:65150308-65152775,0.00016632835
FOSL1,chr11:65150308-65152775,0.00016793389
NEAT1,chr11:65180413-65183578,0.00015749117
MALAT1,chr11:65180413-65183578,0.0001594769
CTSW,chr11:65180413-65183578,0.0001667657
FOSL1,chr11:65180413-65183578,0.00016837529
NEAT1,chr11:65211604-65214557,0.0001576904
MALAT1,chr11:65211604-65214557,0.00015967849
CTSW,chr11:65211604-65214557,0.00016697668
FOSL1,chr11:65211604-65214557,0.00016858819
NEAT1,chr11:65224957-65226498,0.00015778007
MALAT1,chr11:65224957-65226498,0.00015976932
CTSW,chr11:65224957-65226498,0.00016707157
FOSL1,chr11:65224957-65226498,0.00016868403
NEAT1,chr11:65259797-65263278,0.0001579323
MALAT1,chr11:65259797-65263278,0.00015992357
CTSW,chr11:65259797-65263278,0.00016723276
FOSL1,chr11:65259797-65263278,0.00016884683
NEAT1,chr11:65289689-65293412,0.00015819061
MALAT1,chr11:65289689-65293412,0.00016018513
CTSW,chr11:65289689-65293412,0.00016750634
FOSL1,chr11:65289689-65293412,0.00016912306
MRPL11,chr11:65289689-65293412,0.00017142453
NEAT1,chr11:65307575-65309481,0.00015840487
MALAT1,chr11:65307575-65309481,0.00016040218
CTSW,chr11:65307575-65309481,0.0001677332
FOSL1,chr11:65307575-65309481,0.00016935222
MRPL11,chr11:65307575-65309481,0.00017165678
NEAT1,chr11:65313846-65317653,0.00015835089
MALAT1,chr11:65313846-65317653,0.00016034755
CTSW,chr11:65313846-65317653,0.00016767601
FOSL1,chr11:65313846-65317653,0.00016929458
MRPL11,chr11:65313846-65317653,0.0001715981
NEAT1,chr11:65329314-65330553,0.00015794477
MALAT1,chr11:65329314-65330553,0.00015993629
CTSW,chr11:65329314-65330553,0.00016724585
FOSL1,chr11:65329314-65330553,0.00016886035
MRPL11,chr11:65329314-65330553,0.00017115795
NEAT1,chr11:65333030-65335337,0.00015734107
MALAT1,chr11:65333030-65335337,0.00015932508
CTSW,chr11:65333030-65335337,0.00016660654
FOSL1,chr11:65333030-65335337,0.00016821496
MRPL11,chr11:65333030-65335337,0.00017050383
NEAT1,chr11:65351938-65357223,0.00015683623
MALAT1,chr11:65351938-65357223,0.00015881381
CTSW,chr11:65351938-65357223,0.00016607193
FOSL1,chr11:65351938-65357223,0.00016767523
MRPL11,chr11:65351938-65357223,0.00016995677
NEAT1,chr11:65362014-65363516,0.00015663862
MALAT1,chr11:65362014-65363516,0.00015861391
CTSW,chr11:65362014-65363516,0.00016586279
FOSL1,chr11:65362014-65363516,0.0001674641
MRPL11,chr11:65362014-65363516,0.00016974284
NEAT1,chr11:65376600-65387794,0.00015672267
MALAT1,chr11:65376600-65387794,0.00015869897
CTSW,chr11:65376600-65387794,0.0001659518
FOSL1,chr11:65376600-65387794,0.00016755387
MRPL11,chr11:65376600-65387794,0.00016983396
NEAT1,chr11:65388398-65391378,0.00015686602
MALAT1,chr11:65388398-65391378,0.00015884408
CTSW,chr11:65388398-65391378,0.00016610349
FOSL1,chr11:65388398-65391378,0.00016770701
MRPL11,chr11:65388398-65391378,0.00016998922
NEAT1,chr11:65403106-65405057,0.00015684537
MALAT1,chr11:65403106-65405057,0.00015882315
CTSW,chr11:65403106-65405057,0.0001660817
FOSL1,chr11:65403106-65405057,0.00016768492
MRPL11,chr11:65403106-65405057,0.00016996682
NEAT1,chr11:65413727-65450377,0.00015662107
MALAT1,chr11:65413727-65450377,0.00015859597
CTSW,chr11:65413727-65450377,0.00016584426
FOSL1,chr11:65413727-65450377,0.00016744512
MRPL11,chr11:65413727-65450377,0.00016972379
NEAT1,chr11:65452754-65455804,0.00015634549
MALAT1,chr11:65452754-65455804,0.0001583167
CTSW,chr11:65452754-65455804,0.00016555248
FOSL1,chr11:65452754-65455804,0.00016715037
MRPL11,chr11:65452754-65455804,0.00016942518
NEAT1,chr11:65470196-65473586,0.00015622127
MALAT1,chr11:65470196-65473586,0.00015819095
CTSW,chr11:65470196-65473586,0.00016542093
FOSL1,chr11:65470196-65473586,0.00016701769
MRPL11,chr11:65470196-65473586,0.0001692906
NEAT1,chr11:65476079-65480020,0.00015632133
MALAT1,chr11:65476079-65480020,0.00015829229
CTSW,chr11:65476079-65480020,0.00016552699
FOSL1,chr11:65476079-65480020,0.00016712458
MRPL11,chr11:65476079-65480020,0.00016939914
NEAT1,chr11:65486617-65495048,0.00015655954
MALAT1,chr11:65486617-65495048,0.0001585336
CTSW,chr11:65486617-65495048,0.00016577926
FOSL1,chr11:65486617-65495048,0.0001673793
MRPL11,chr11:65486617-65495048,0.00016965717
NEAT1,chr11:65495700-65511442,0.00015679182
MALAT1,chr11:65495700-65511442,0.00015876882
CTSW,chr11:65495700-65511442,0.00016602525
FOSL1,chr11:65495700-65511442,0.00016762763
MRPL11,chr11:65495700-65511442,0.00016990883
NEAT1,chr11:65521628-65526886,0.00015696137
MALAT1,chr11:65521628-65526886,0.00015894047
CTSW,chr11:65521628-65526886,0.00016620467
FOSL1,chr11:65521628-65526886,0.00016780886
MRPL11,chr11:65521628-65526886,0.00017009242
NEAT1,chr11:65534768-65541981,0.00015713714
MALAT1,chr11:65534768-65541981,0.00015911854
CTSW,chr11:65534768-65541981,0.00016639082
FOSL1,chr11:65534768-65541981,0.00016799671
MRPL11,chr11:65534768-65541981,0.00017028287
NEAT1,chr11:65543280-65549340,0.00015740641
MALAT1,chr11:65543280-65549340,0.00015939116
CTSW,chr11:65543280-65549340,0.00016667583
FOSL1,chr11:65543280-65549340,0.00016828452
MRPL11,chr11:65543280-65549340,0.00017057461
C11orf80,chr11:65543280-65549340,0.00020385195
NEAT1,chr11:65551017-65561436,0.00015774318
MALAT1,chr11:65551017-65561436,0.0001597322
CTSW,chr11:65551017-65561436,0.00016703253
FOSL1,chr11:65551017-65561436,0.00016864456
MRPL11,chr11:65551017-65561436,0.00017093963
C11orf80,chr11:65551017-65561436,0.00020428808
NEAT1,chr11:65564622-65567257,0.00015798266
MALAT1,chr11:65564622-65567257,0.00015997465
CTSW,chr11:65564622-65567257,0.00016728614
FOSL1,chr11:65564622-65567257,0.00016890059
MRPL11,chr11:65564622-65567257,0.00017119915
C11orf80,chr11:65564622-65567257,0.0002045983
NEAT1,chr11:65567875-65582192,0.00015794224
MALAT1,chr11:65567875-65582192,0.00015993373
CTSW,chr11:65567875-65582192,0.00016724331
FOSL1,chr11:65567875-65582192,0.00016885728
MRPL11,chr11:65567875-65582192,0.00017115525
C11orf80,chr11:65567875-65582192,0.00020454577
NEAT1,chr11:65583522-65590464,0.00015758704
MALAT1,chr11:65583522-65590464,0.00015957405
CTSW,chr11:65583522-65590464,0.00016686725
FOSL1,chr11:65583522-65590464,0.0001684776
MRPL11,chr11:65583522-65590464,0.0001707703
C11orf80,chr11:65583522-65590464,0.00020408591
NEAT1,chr11:65591594-65596919,0.00015708819
MALAT1,chr11:65591594-65596919,0.000159069
CTSW,chr11:65591594-65596919,0.00016633901
FOSL1,chr11:65591594-65596919,0.00016794434
MRPL11,chr11:65591594-65596919,0.00017022982
C11orf80,chr11:65591594-65596919,0.00020343986
NEAT1,chr11:65609567-65619893,0.0001567046
MALAT1,chr11:65609567-65619893,0.00015868046
CTSW,chr11:65609567-65619893,0.00016593286
FOSL1,chr11:65609567-65619893,0.00016753424
MRPL11,chr11:65609567-65619893,0.00016981401
C11orf80,chr11:65609567-65619893,0.00020294295
NEAT1,chr11:65623754-65626932,0.00015659968
